src,from,problem,index,complexity
"
// Java program to count of ways to place 1 x 4 tiles 
// on n x 4 grid 
import
java.io.*; 

class
Grid 
{ 

// Function that count the number of ways to place 1 x 4 tiles 

// on n x 4 grid. 

static
int
count(
int
n) 

{ 

// Create a table to store results of sub-problems 

// dp[i] stores count of ways for i x 4 grid. 

int
[] dp = 
new
int
[n+
1
]; 

dp[
0
] = 
0
; 

// Fill the table from d[1] to dp[n] 

for
(
int
i=
1
;i<=n;i++) 

{ 

// Base cases 

if
(i >= 
1
&& i <= 
3
) 

dp[i] = 
1
; 

else
if
(i==
4
) 

dp[i] = 
2
; 


else

{ 

// dp(i-1) : Place first tile horizontally 

// dp(i-4) : Place first tile vertically 

// which means 3 more tiles have 

// to be placed vertically. 

dp[i] = dp[i-
1
] + dp[i-
4
]; 

} 

} 

return
dp[n]; 

} 


// Driver program 

public
static
void
main (String[] args) 

{ 

int
n = 
5
; 

System.out.println(
""Count of ways is: ""
+ count(n)); 

} 
} 

// Contributed by Pramod Kumar ",CorCod,366,366,linear
"
// Java program to find the only repeating 
// element in an array where elements are 
// from 1 to n-1. 
class
GFG 
{ 


static
int
findRepeating(
int
arr[], 
int
n) 

{ 


// res is going to store value of 

// 1 ^ 2 ^ 3 .. ^ (n-1) ^ arr[0] ^ 

// arr[1] ^ .... arr[n-1] 

int
res = 
0
; 

for
(
int
i = 
0
; i < n - 
1
; i++) 

res = res ^ (i + 
1
) ^ arr[i]; 

res = res ^ arr[n - 
1
]; 


return
res; 

} 


// Driver code 

public
static
void
main(String[] args) 

{ 

int
arr[] = { 
9
, 
8
, 
2
, 
6
, 
1
, 
8
, 
5
, 
3
, 
4
, 
7
}; 

int
n = arr.length; 

System.out.println(findRepeating(arr, n)); 

} 
} 

// This code is contributed by 
// Smitha Dinesh Semwal. ",CorCod,288,288,linear
"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.StringTokenizer;
 
/**
 *
 * @author Antonio ""Teo"" Alurralde
 */
public class Main {
  public static void main(String[] args) throws IOException {
    BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
    int n = Integer.parseInt(br.readLine());
    StringTokenizer tok = new StringTokenizer(br.readLine());
    int ax = Integer.parseInt(tok.nextToken());
    int ay = Integer.parseInt(tok.nextToken());
    tok = new StringTokenizer(br.readLine());
    int bx = Integer.parseInt(tok.nextToken());
    int by = Integer.parseInt(tok.nextToken());
    tok = new StringTokenizer(br.readLine());
    int cx = Integer.parseInt(tok.nextToken());
    int cy = Integer.parseInt(tok.nextToken());
    boolean ans = (bx < ax && cx < ax && by < ay && cy < ay) ||
    (bx < ax && cx < ax && by > ay && cy > ay) ||
    (bx > ax && cx > ax && by < ay && cy < ay) ||
    (bx > ax && cx > ax && by > ay && cy > ay);
    System.out.print(ans?""YES"":""NO"");
  }
}
",CorCod,875,875,constant
"import java.io.BufferedOutputStream;
import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.StringTokenizer;

public class PizzaPizzaPizza {
	public static BufferedReader in = new BufferedReader(new InputStreamReader(System.in));
	public static PrintWriter out = new PrintWriter(new BufferedOutputStream(System.out));
	public static StringTokenizer st;
	
	public static void main(String[] args) throws IOException {
		long n = nextLong();
		if (n == 0)
			System.out.println(0);
		else if (n % 2 == 0)
			System.out.println(n+1);
		else
			System.out.println((n+1)/2);
	}
	
	public static String nextLine() throws IOException {
		return in.readLine();
	}

	public static String nextString() throws IOException {
		while (st == null || !st.hasMoreTokens())
			st = new StringTokenizer(in.readLine());
		return st.nextToken();
	}

	public static int nextInt() throws IOException {
		return Integer.parseInt(nextString());
	}

	public static long nextLong() throws IOException {
		return Long.parseLong(nextString());
	}

	public static int[] intArray(int n) throws IOException {
		int[] a = new int[n];
		for (int i = 0; i < n; i++)
			a[i] = nextInt();
		return a;
	}

	public static int[][] intArray(int n, int m) throws IOException {
		int[][] a = new int[n][m];
		for (int i = 0; i < n; i++)
			for (int j = 0; j < m; j++)
				a[i][j] = nextInt();
		return a;
	}

	public static long[] longArray(int n) throws IOException {
		long[] a = new long[n];
		for (int i = 0; i < n; i++)
			a[i] = nextLong();
		return a;
	}
}",CorCod,820,820,constant
"import java.io.OutputStream;
import java.io.IOException;
import java.io.InputStream;
import java.io.OutputStream;
import java.io.PrintWriter;
import java.io.BufferedWriter;
import java.io.Writer;
import java.io.OutputStreamWriter;
import java.util.InputMismatchException;
import java.io.IOException;
import java.io.InputStream;

/**
 * Built using CHelper plug-in
 * Actual solution is at the top
 *
 * @author fintech
 */
public class Main {
    public static void main(String[] args) {
        InputStream inputStream = System.in;
        OutputStream outputStream = System.out;
        InputReader in = new InputReader(inputStream);
        OutputWriter out = new OutputWriter(outputStream);
        KingEscape solver = new KingEscape();
        solver.solve(1, in, out);
        out.close();
    }

    static class KingEscape {
        public void solve(int testNumber, InputReader in, OutputWriter out) {
            int n = in.nextInt();
            int qx = in.nextInt();
            int qy = in.nextInt();
            int kx = in.nextInt();
            int ky = in.nextInt();
            int safex = in.nextInt();
            int safey = in.nextInt();
            boolean possible = false;
            if (qx > Math.max(kx, safex) || qx < Math.min(kx, safex)) {
                if (qy > Math.max(ky, safey) || qy < Math.min(ky, safey)) {
                    possible = true;
                }
            }
            if (possible) out.println(""YES"");
            else out.println(""NO"");
        }

    }

    static class OutputWriter {
        private final PrintWriter writer;

        public OutputWriter(OutputStream outputStream) {
            writer = new PrintWriter(new BufferedWriter(new OutputStreamWriter(outputStream)));
        }

        public OutputWriter(Writer writer) {
            this.writer = new PrintWriter(writer);
        }

        public void print(Object... objects) {
            for (int i = 0; i < objects.length; i++) {
                if (i != 0) {
                    writer.print(' ');
                }
                writer.print(objects[i]);
            }
        }

        public void println(Object... objects) {
            print(objects);
            writer.println();
        }

        public void close() {
            writer.close();
        }

    }

    static class InputReader {
        private InputStream stream;
        private byte[] buf = new byte[1024];
        private int curChar;
        private int numChars;
        private InputReader.SpaceCharFilter filter;

        public InputReader(InputStream stream) {
            this.stream = stream;
        }

        public int read() {
            if (numChars == -1) {
                throw new InputMismatchException();
            }
            if (curChar >= numChars) {
                curChar = 0;
                try {
                    numChars = stream.read(buf);
                } catch (IOException e) {
                    throw new InputMismatchException();
                }
                if (numChars <= 0) {
                    return -1;
                }
            }
            return buf[curChar++];
        }

        public int nextInt() {
            int c = read();
            while (isSpaceChar(c)) {
                c = read();
            }
            int sgn = 1;
            if (c == '-') {
                sgn = -1;
                c = read();
            }
            int res = 0;
            do {
                if (c < '0' || c > '9') {
                    throw new InputMismatchException();
                }
                res *= 10;
                res += c - '0';
                c = read();
            } while (!isSpaceChar(c));
            return res * sgn;
        }

        public boolean isSpaceChar(int c) {
            if (filter != null) {
                return filter.isSpaceChar(c);
            }
            return isWhitespace(c);
        }

        public static boolean isWhitespace(int c) {
            return c == ' ' || c == '\n' || c == '\r' || c == '\t' || c == -1;
        }

        public interface SpaceCharFilter {
            public boolean isSpaceChar(int ch);

        }

    }
}

",CorCod,826,826,constant
"

import java.util.*;
import java.lang.*;
public class CodeForce {
    
    
        public static void main(String[] args) {
            Scanner sc=new Scanner(System.in);
            String s=sc.next();
            String t=sc.next();
            int count=s.length()+t.length();
            for(int i=0;i<Math.min(s.length(), t.length());i++){
                if(s.charAt(s.length()-1-i)==t.charAt(t.length()-1-i))count=count-2;
                else break;
            }
            System.out.println(count);
            
            
            
            
           
            
                
        }    
    }


",CorCod,358,358,linear
"
// Java program to find number of pairs 
// and minimal possible value 
import
java.util.*; 

class
GFG { 


// function for finding pairs and min value 

static
void
pairs(
int
arr[], 
int
n, 
int
k) 

{ 

// initialize smallest and count 

int
smallest = Integer.MAX_VALUE; 

int
count=
0
; 


// iterate over all pairs 

for
(
int
i=
0
; i<n; i++) 

for
(
int
j=i+
1
; j<n; j++) 

{ 

// is abs value is smaller than 

// smallest update smallest and 

// reset count to 1 

if
( Math.abs(arr[i] + arr[j] - k) < 

smallest ) 

{ 

smallest = Math.abs(arr[i] + arr[j] 

- k); 

count = 
1
; 

} 


// if abs value is equal to smallest 

// increment count value 

else
if
(Math.abs(arr[i] + arr[j] - k) 

== smallest) 

count++; 

} 


// print result 

System.out.println(
""Minimal Value = ""
+ 

smallest); 

System.out.println(
""Total Pairs = ""
+ 

count); 

} 


/* Driver program to test above function */

public
static
void
main(String[] args) 

{ 

int
arr[] = {
3
, 
5
, 
7
, 
5
, 
1
, 
9
, 
9
}; 

int
k = 
12
; 

int
n = arr.length; 

pairs(arr, n, k); 

} 
} 
// This code is contributed by Arnav Kr. Mandal. ",CorCod,732,732,nlogn
"
// Java program to count number of substrings 
// of a string 
import
java.io.*; 

public
class
GFG { 


static
int
countNonEmptySubstr(String str) 

{ 

int
n = str.length(); 

return
n * (n + 
1
) / 
2
; 

} 


// Driver code 

public
static
void
main(String args[]) 

{ 

String s = 
""abcde""
; 

System.out.println( 

countNonEmptySubstr(s)); 

} 
} 

// This code is contributed 
// by Manish Shaw (manishshaw1) ",CorCod,451,451,quadratic
"
// Java program to count number of substrings 
// with counts of distinct characters as k. 
class
GFG 
{ 

static
int
MAX_CHAR = 
26
; 

// Returns true if all values 
// in freq[] are either 0 or k. 
static
boolean
check(
int
freq[], 
int
k) 
{ 

for
(
int
i = 
0
; i < MAX_CHAR; i++) 

if
(freq[i] !=
0
&& freq[i] != k) 

return
false
; 

return
true
; 
} 

// Returns count of substrings where frequency 
// of every present character is k 
static
int
substrings(String s, 
int
k) 
{ 

int
res = 
0
; 
// Initialize result 


// Pick a starting point 

for
(
int
i = 
0
; i< s.length(); i++) 

{ 


// Initialize all frequencies as 0 

// for this starting point 

int
freq[] = 
new
int
[MAX_CHAR]; 


// One by one pick ending points 

for
(
int
j = i; j<s.length(); j++) 

{ 


// Increment frequency of current char 

int
index = s.charAt(j) - 
'a'
; 

freq[index]++; 


// If frequency becomes more than 

// k, we can't have more substrings 

// starting with i 

if
(freq[index] > k) 

break
; 


// If frequency becomes k, then check 

// other frequencies as well. 

else
if
(freq[index] == k && 

check(freq, k) == 
true
) 

res++; 

} 

} 

return
res; 
} 

// Driver code 
public
static
void
main(String[] args) 
{ 

String s = 
""aabbcc""
; 

int
k = 
2
; 

System.out.println(substrings(s, k)); 


s = 
""aabbc""
; 

k = 
2
; 

System.out.println(substrings(s, k)); 
} 
} 

// This code has been contributed by 29AjayKumar ",CorCod,422,422,quadratic
"//package ContestEd69;

import java.io.*;
import java.util.StringTokenizer;

public class mainD {
    public static PrintWriter out = new PrintWriter(System.out);
    public static FastScanner enter = new FastScanner(System.in);
    public static long[] arr;
    public static void main(String[] args) throws IOException {
        int n=enter.nextInt();
        int m=enter.nextInt();
        long k=enter.nextLong();
        arr=new long[n+1];
        for (int i = 1; i <n+1 ; i++) {
            arr[i]=enter.nextLong();
        }
        long[] summ=new long[n+1];
        for (int i = 1; i <n+1 ; i++) {
            summ[i]+=arr[i]+summ[i-1];
        }

        long[] best=new long[n+1];

        for (int i = 1; i <n+1 ; i++) {
            best[i]=Math.max(0, ((i-m>=0) ? best[i-m]+summ[i]-summ[i-m]-k:0));
        }
        long ans=best[1];

        for (int i = 1; i <n+1 ; i++) {
            ans=Math.max(ans,best[i]);
            for (int j = 1; j <m ; j++) {
                ans=Math.max(ans, ((i-j>=0) ? best[i-j] -k +summ[i]-summ[i-j]:0));
            }
        }
        System.out.println(ans);
    }

    static class FastScanner {
        BufferedReader br;
        StringTokenizer stok;

        FastScanner(InputStream is) {
            br = new BufferedReader(new InputStreamReader(is));
        }

        String next() throws IOException {
            while (stok == null || !stok.hasMoreTokens()) {
                String s = br.readLine();
                if (s == null) {
                    return null;
                }
                stok = new StringTokenizer(s);
            }
            return stok.nextToken();
        }

        int nextInt() throws IOException {
            return Integer.parseInt(next());
        }

        long nextLong() throws IOException {
            return Long.parseLong(next());
        }

        double nextDouble() throws IOException {
            return Double.parseDouble(next());
        }

        char nextChar() throws IOException {
            return (char) (br.read());
        }

        String nextLine() throws IOException {
            return br.readLine();
        }
    }
}
",CorCod,457,457,quadratic
